City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1937,Bacungan,PH,84.02,broken clouds,9.9106,118.7022,Sumayang Property
1944,Redcliffe,AU,78.42,broken clouds,-27.2307,153.0973,Redvue Apartments
1946,Torit,SS,86.88,overcast clouds,4.4133,32.5678,Diplomat Guest House
1950,Tuban,ID,82.63,heavy intensity rain,-6.8976,112.0649,Hotel Mustika
1951,Sri Aman,MY,82.45,scattered clouds,1.2376,111.4621,Seri Simanggang Hotel
1953,Manggar,ID,82.94,light rain,-2.8833,108.2667,Guest Hotel
1962,Acandi,CO,75.61,overcast clouds,8.5063,-77.2778,Hotel Patio Bonito
1965,Gladstone,AU,84.13,scattered clouds,-23.85,151.25,Highpoint International Hotel
1974,Japura,ID,83.95,moderate rain,-0.3167,102.35,Rumah mbah Jamah
1977,Kloulklubed,PW,84.7,few clouds,7.0419,134.2556,Storyboard Beach Resort
1982,Turbat,PK,75.88,clear sky,26.0023,63.044,Mubashar Quarters
2004,Kapoeta,SS,82.9,overcast clouds,4.7717,33.5903,Eastgate Hotel
2005,Sumbe,AO,75.2,scattered clouds,-11.2061,13.8437,Hotel Ritz Sumbe
2006,Harper,LR,77.38,light rain,4.375,-7.7169,Screensaver
2011,Camacari,BR,80.37,overcast clouds,-12.6975,-38.3242,Hotel Cambuci
2015,Umarkot,PK,76.77,clear sky,25.3616,69.7362,Al-Qamar Boys Hostel
2027,Mayumba,GA,77.43,overcast clouds,-3.432,10.6554,LIKWALE LODGE
2030,Moyale,KE,81.59,broken clouds,3.5167,39.0584,La Tahzan Guest House
2031,Guhagar,IN,82.15,few clouds,17.4842,73.1929,Hotel Seawinds
2033,Kayan,MM,86.14,scattered clouds,16.9056,96.5631,ဖြိုးရတနာ ရွှေဆိုင်
2036,Alibag,IN,82.47,few clouds,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
2037,Robertsport,LR,75.4,few clouds,6.7533,-11.3686,Kwepunha Retreat
2039,Bima,ID,84.43,broken clouds,-8.4667,118.7167,Lambitu Hotel
2046,Ambanja,MG,76.93,moderate rain,-13.6833,48.45,Hotel Salama and Fast Food
2056,Leeton,AU,80.65,broken clouds,-34.5667,146.4,Historic Hydro Motor Inn
2061,Manta,EC,76.78,few clouds,-0.95,-80.7333,Balandra Hotel
2064,Mawlamyine,MM,87.94,broken clouds,16.4914,97.6256,Sandalwood Hotel
2073,Cocobeach,GA,79.0,overcast clouds,1.0002,9.5823,Hotel Esperance
2077,Madimba,TZ,80.28,overcast clouds,-10.4,40.3333,
2078,Bongandanga,CD,79.68,scattered clouds,1.5,21.05,
2080,Sembakung,ID,85.93,overcast clouds,3.8167,117.25,
2089,Culebra,PR,75.24,broken clouds,18.303,-65.301,Palmetto Guesthouse
2103,Chateaubelair,VC,75.81,few clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
2111,Key West,US,77.0,few clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
2112,Amalapuram,IN,86.38,few clouds,16.5833,82.0167,swayamprabha service apartments
2115,Puerto Colombia,CO,78.89,clear sky,10.9878,-74.9547,Hotel El Emigrante
2116,Deniliquin,AU,80.01,few clouds,-35.5333,144.9667,Riviana Motel
2118,Tadine,NC,81.01,overcast clouds,-21.55,167.8833,
2125,Natal,BR,79.02,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
2132,Muisne,EC,75.88,overcast clouds,0.6,-80.0333,Quinta Samay
